Course Title,Course URL,Duration,Rating,Cost,Level,Description,Platform
Amazon Aurora MySQL and Amazon RDS MySQL,https://explore.skillbuilder.aws/learn/course/external/view/elearning/8033/amazon-aurora-mysql-and-amazon-rds-mysql,8h 00m,5.0,Free,Intermediate,"In this eight-course curriculum, you will learn about best practices and recommendations for using MySQL. The course provides an overview of managed MySQL through Amazon Aurora MySQL and Amazon Relational Database Service (Amazon RDS) MySQL. You will learn about detailed instructions on setting up, configuring, and managing MySQL instances, and also advanced topics such as migration, replication, and performance.",AWS
PostgreSQL Security,https://explore.skillbuilder.aws/learn/course/external/view/elearning/7898/postgresql-security,30m 00s,5.0,Free,Intermediate,Cloud security at Amazon Web Services (AWS) is the highest priority. AWS customers benefit from a data center and network architecture that are built to meet the requirements of the most security-sensitive organizations. This course will cover topics to help you configure Amazon Relational Database Service (Amazon RDS) and Amazon Aurora to meet your security and compliance objectives.,AWS
Amazon Aurora PostgreSQL and Amazon RDS PostgreSQL,https://explore.skillbuilder.aws/learn/course/external/view/elearning/7872/amazon-aurora-postgresql-and-amazon-rds-postgresql,7h 00m,5.0,Free,Intermediate,"In this fourteen-course curriculum, you will learn best practices and recommendations for using PostgreSQL. These courses provide an overview of managed PostgreSQL with Amazon Aurora and Amazon Relational Database Service (Amazon RDS) and detailed instruction on setting up, configuring, and managing PostgreSQL instances. Courses also cover more advanced topics, such as PostgreSQL monitoring, maintenance, and upgrading.",AWS
Troubleshooting: Elastic Load Balancing,https://explore.skillbuilder.aws/learn/course/external/view/elearning/7837/troubleshooting-elastic-load-balancing,1h 30m,5.0,Free,Intermediate,"In this course, you will learn how to view configuration information, monitor processes, and gather diagnostic data about the different types of load balancers. You will learn how to use this information to help troubleshoot common issues and provide effective support case details if you need to escalate an issue to Amazon Web Services (AWS) Support.",AWS
AWS Managed Service (AMS) Advanced: Patch Orchestrator Deep Dive,https://explore.skillbuilder.aws/learn/course/external/view/elearning/6468/aws-managed-service-ams-advanced-patch-orchestrator-deep-dive,1h 45m,5.0,Free,Intermediate,"Performing patches on a regular basis is a critical part of any organization’s security posture. However, manually installing these updates can require significant overhead, and is subject to human error. AMS customers can rely on the AMS Patch Orchestrator – a tag-based, self-service model for managing patch activities. Patch Orchestrator uses automation based on customer-defined configurations to apply software updates – either on-demand, or on a recurring schedule.",AWS
Working with Indexes in DynamoDB,https://explore.skillbuilder.aws/learn/course/external/view/elearning/5344/working-with-indexes-in-dynamodb,2h 30m,5.0,Free,Intermediate,"This intermediate course is the second in a series of courses in the Developing with Amazon DynamoDB curriculum. In this course, you will learn about the different use cases for queries and scans used to return data subsets from your Amazon DynamoDB tables. You will learn how to create secondary indexes programmatically for alternate groupings of table attributes. You will also gain an understanding of how to design your indexes to best fit with your table access patterns to improve performance and efficiency.",AWS
AWS Managed Services (AMS) Advanced: Disaster Recovery,https://explore.skillbuilder.aws/learn/course/external/view/elearning/3649/aws-managed-services-ams-advanced-disaster-recovery,15m 00s,5.0,Free,Intermediate,"Preparing for disaster is critical to any organization’s business continuity planning. AWS Managed Services (AMS) Advanced customers partner with AMS Advanced to design, implement, and test a disaster recovery (DR) strategy tailored to their business operations. In this course, you will learn the advantages of implementing disaster recovery with AMS Advanced and how to perform the most common DR tasks.",AWS
Developing with Amazon DynamoDB (Includes Labs),https://explore.skillbuilder.aws/learn/course/external/view/elearning/2043/developing-with-amazon-dynamodb-includes-labs,26h 00m,5.0,Requires Subscription,Intermediate,"Amazon DynamoDB reflects a paradigm shift away from relational databases in terms of management, usage, and schema design. To fully take advantage of DynamoDB and its feature set, developers and architects need to understand how applications programmatically interact with DynamoDB tables and their data. This digital curriculum teaches you how applications interact with Amazon DynamoDB, a fully managed NoSQL database service, through its API and related AWS services. You will learn how to create and interact with DynamoDB tables and indexes and how to optimize databases for monitoring, performance, and security. You will also learn how to architect applications using DynamoDB design principles. Concepts are presented through storytelling in which a senior developer and a junior developer meet in a series of mentoring sessions. The curriculum includes code examples to help you implement the design patterns and solutions discussed. Additionally, an optional lab is associated with each course. The labs reinforce key course content and help you to implement solutions using the AWS SDK for Python, the AWS CLI, and the AWS Management Console.",AWS
AWS Internet of Things (IoT) Device Management,https://explore.skillbuilder.aws/learn/course/external/view/elearning/1988/aws-internet-of-things-iot-device-management,1h 00m,5.0,Free,Intermediate,"AWS Internet of Things (IoT) Device Management makes it easy to securely onboard, organize, monitor, and remotely manage IoT Devices at scale. This course teaches you to use the features of AWS IoT Device Management in the AWS Management Console and AWS Command Line Interface (CLI), starting with provisioning of single or bulk IoT Devices. You learn to use thing groups, dynamic thing groups, fleet indexing, and search to organize IoT devices logically. Lastly, you learn to monitor and manage IoT devices using fine-grained logging and jobs.",AWS
Developing Serverless Solutions on AWS- Course Supplement (OCS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/1880/developing-serverless-solutions-on-aws-course-supplement-ocs,24h 00m,5.0,Free,Intermediate,The Online Course Supplement (OCS) is a supplemental resource for the course. The OCS provides a navigable overview of the course as well as reviews and knowledge checks that the student might use on their own or as part of class discussions. An OCS is customized for individual courses but might include the following:,AWS
