course_name,course_url,course_provider,course_skill,course_rating,course_enroll,course_difficultty,course_time,course_type,course_frr
Natural Language Processing and Capstone Assignment,https://www.coursera.org/learn/natural-language-processing-captsone-assignment,"University of California, Irvine","Skills you'll gain: Communication, Machine Learning, Natural Language Processing",4.7,"1,831",intermediate,1-4 weeks,course,free
"Performing Network, Path, and Text Analyses in SAS Visual Analytics",https://www.coursera.org/learn/network-path-text-analyses-sas-va,SAS,"Skills you'll gain: Data Analysis, Statistical Programming, Data Mining, Data Visualization, Machine Learning, Natural Language Processing, Accounting",4.7,"8,078",intermediate,1-4 weeks,course,free
Data Analytics in Accounting Capstone,https://www.coursera.org/learn/accounting-data-analytics-capstone,University of Illinois at Urbana-Champaign,"Skills you'll gain: Data Analysis, Computer Programming, Machine Learning, Microsoft Excel, Python Programming, Statistical Programming",4.4,"2,401",intermediate,1-4 weeks,course,free
Data for Machine Learning,https://www.coursera.org/learn/data-machine-learning,Alberta Machine Intelligence Institute,"Skills you'll gain: Machine Learning, Data Analysis, Basic Descriptive Statistics, Computer Programming, Data Analysis Software, Data Warehousing, Exploratory Data Analysis, Extract, Transform, Load, Linear Algebra, Python Programming, Statistical Analysis",4.4,"7,493",intermediate,1-4 weeks,course,free
Advanced AI Techniques for the Supply Chain,https://www.coursera.org/learn/advanced-ai-techniques-for-the-supply-chain,LearnQuest,"Skills you'll gain: Artificial Neural Networks, Machine Learning, Natural Language Processing",3.1,,intermediate,1-4 weeks,course,free
???? ??? ?? ??,https://www.coursera.org/learn/python-data-analysis-ko,University of Michigan,"Skills you'll gain: Computer Programming, Python Programming, Statistical Programming, Data Analysis, Big Data, Data Management",,,intermediate,1-4 weeks,course,free
R ?????,https://www.coursera.org/learn/r-programming-ko,Johns Hopkins University,Skills you'll gain: Computer Programming,,,intermediate,1-4 weeks,course,free
"Response Surfaces, Mixtures, and Model Building",https://www.coursera.org/learn/response-surfaces-mixtures-model-building,Arizona State University,"Skills you'll gain: Probability & Statistics, Business Analysis, Data Analysis, Experiment, Statistical Analysis, Regression, Data Visualization, Data Visualization Software, Mathematical Theory & Analysis, Mathematics, Accounting",4.6,"3,302",intermediate,1-4 weeks,course,free
Input Filter Design,https://www.coursera.org/learn/inputfilterdesign,University of Colorado Boulder,,4.8,"4,221",intermediate,1-4 weeks,course,free
Current-Mode Control,https://www.coursera.org/learn/current-modecontrol,University of Colorado Boulder,,4.9,"2,789",intermediate,1-4 weeks,course,free
Cloud Machine Learning Engineering and MLOps,https://www.coursera.org/learn/cloud-machine-learning-engineering-mlops-duke,Duke University,"Skills you'll gain: Machine Learning, DevOps, Cloud Computing, Continuous Delivery",4.6,"4,878",intermediate,1-4 weeks,course,free
Modeling and Control of Single-Phase Rectifiers and Inverters,https://www.coursera.org/learn/modeling-and-control-of-single-phase-rectifiers-and-inverters,University of Colorado Boulder,Skills you'll gain: Strategy and Operations,4.5,"6,052",intermediate,1-4 weeks,course,free
Cyber-Physical Systems: Modeling and Simulation,https://www.coursera.org/learn/cyber-physical-systems-1,"University of California, Santa Cruz","Skills you'll gain: Differential Equations, Mathematics",4.5,"8,215",intermediate,1-4 weeks,course,free
"Extract, Transform, and Load Data",https://www.coursera.org/learn/extract-transform-and-load-data,CertNexus,"Skills you'll gain: Data Management, Extract, Transform, Load, Data Analysis, Databases, Data Mining",4.7,"1,851",intermediate,1-4 weeks,course,free
????????? ???? ? ???????? ????????,https://www.coursera.org/learn/neural-networks-deep-learning-ru,DeepLearning.AI,"Skills you'll gain: Machine Learning, Deep Learning",4,"2,330",intermediate,1-4 weeks,course,free
Neuronale Netze und Deep Learning,https://www.coursera.org/learn/neural-networks-deep-learning-de,DeepLearning.AI,"Skills you'll gain: Deep Learning, Machine Learning",,,intermediate,1-4 weeks,course,free
RÈseaux neuronaux et Deep Learning,https://www.coursera.org/learn/neural-networks-deep-learning-fr,DeepLearning.AI,"Skills you'll gain: Machine Learning, Deep Learning",4.9,,intermediate,1-4 weeks,course,free
Distributed Computing with Spark SQL,https://www.coursera.org/learn/spark-sql,"University of California, Davis","Skills you'll gain: Data Management, Apache, Big Data, Databases, SQL, Statistical Programming, Data Warehousing, Machine Learning, Data Science",4.5,"36,798",intermediate,1-4 weeks,course,free
Mathematics for Engineers: The Capstone Course,https://www.coursera.org/learn/mathematics-engineers-capstone,The Hong Kong University of Science and Technology,"Skills you'll gain: Data Analysis, Matlab",4.9,"1,574",intermediate,1-4 weeks,course,free
Intimacy of Creativity: Entering the Minds of Composers,https://www.coursera.org/learn/intimacy-creativity-entering-minds-composers,The Hong Kong University of Science and Technology,"Skills you'll gain: Applied Mathematics, Mathematics",4.6,"4,036",intermediate,1-4 weeks,course,free
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud em PortuguÍs Brasileiro,https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-br,Google Cloud,,4.6,,intermediate,1-4 weeks,course,free
"Computer Science:  Algorithms, Theory, and Machines",https://www.coursera.org/learn/cs-algorithms-theory-machines,Princeton University,"Skills you'll gain: Theoretical Computer Science, Computer Architecture, Computer Programming, Data Structures, Java Programming, Mobile Development, Algorithms, Computational Logic, Computer Programming Tools, Data Management, Microarchitecture, Computational Thinking, Computer Networking, Hardware Design, Human Computer Interaction, Mathematical Theory & Analysis, Network Architecture, Programming Principles",4.8,"93,542",intermediate,1-3 months,course,free
Algebra and Differential Calculus for Data Science,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science,University of Colorado Boulder,"Skills you'll gain: Mathematics, Calculus, Algebra, Differential Equations, Theoretical Computer Science, Graph Theory, Mathematical Theory & Analysis, Probability & Statistics, Probability Distribution, Accounting, Algorithms, Big Data, Computer Programming, Corporate Accouting, Data Analysis, Data Management, Data Mining, Data Model, Data Structures, Design and Product, Entrepreneurship, Finance, Investment Management, Leadership and Management, Problem Solving, Product Design, Programming Principles, Research and Design, Software Architecture, Software Engineering",4.4,"5,378",intermediate,1-3 months,course,free
Discrete Mathematics,https://www.coursera.org/learn/discrete-mathematics,Shanghai Jiao Tong University,"Skills you'll gain: Computational Logic, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",3.3,"46,421",intermediate,1-3 months,course,free
Site Reliability Engineering: Measuring and Managing Reliability,https://www.coursera.org/learn/site-reliability-engineering-slos,Google Cloud,"Skills you'll gain: DevOps, Information Technology, Computer Science, Software Architecture, Software Engineering, Software Testing, Theoretical Computer Science",4.5,"44,485",intermediate,1-3 months,course,free
Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox,University of California San Diego,"Skills you'll gain: Algorithms, Computer Programming, Theoretical Computer Science, C Programming Language Family, Computational Thinking, Entrepreneurship, Full-Stack Web Development, Leadership and Management, Mathematics, Problem Solving, Research and Design, Software Testing, Web Development",4.6,"4,70,992",intermediate,1-3 months,course,free
Kotlin for Java Developers,https://www.coursera.org/learn/kotlin-for-java-developers,JetBrains,"Skills you'll gain: Computer Programming, Java Programming, Other Programming Languages, Algorithms, Programming Principles, Theoretical Computer Science, Algebra, Amazon Web Services, Android Development, Business Analysis, C Programming Language Family, Cloud API, Cloud Computing, Cloud Management, Cloud Storage, Computational Logic, Computational Thinking, Computer Architecture, Computer Graphic Techniques, Computer Graphics, Computer Networking, Computer Security Incident Management, Computer Security Models, Continuous Delivery, Continuous Integration, Cryptography, Cyberattacks, Data Structures, Data Visualization, Design and Product, DevOps, Entrepreneurship, Google Cloud Platform, HTML and CSS, Interactive Design, Javascript, Leadership and Management, Mathematics, Microarchitecture, Mobile Development, Mobile Development Tools, Network Model, Network Security, Operating Systems, Other Web Frameworks, Plot (Graphics), Problem Solving, Product Design, Python Programming, Research and Design, Security Engineering, Security Strategy, Software Engineering, Software Testing, Swift Programming, System Security, System Software, Web Design, Web Development",4.7,"99,258",intermediate,1-3 months,course,free
Effective Programming in Scala,https://www.coursera.org/learn/effective-scala,…cole Polytechnique FÈdÈrale de Lausanne,"Skills you'll gain: Computer Programming, Programming Principles, Scala Programming, Software Engineering, Theoretical Computer Science, Computational Logic, Javascript, Software Architecture, Web Development, Software Testing",4.7,"11,033",intermediate,1-3 months,course,free
Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone,IBM Skills Network,"Skills you'll gain: Data Science, Data Analysis, Exploratory Data Analysis, Data Visualization, Statistical Programming, Data Management, Extract, Transform, Load, Interactive Data Visualization, Machine Learning, Machine Learning Algorithms, Python Programming, SQL, Statistical Visualization, Algorithms, Business Analysis, Databases, Probability & Statistics, Theoretical Computer Science",4.7,"1,21,686",intermediate,1-3 months,course,free
Introduction to Machine Learning,https://www.coursera.org/learn/machine-learning-duke,Duke University,"Skills you'll gain: Applied Machine Learning, Data Analysis, Data Architecture, Data Mining, Data Science, Deep Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Statistical Machine Learning, Statistical Analysis, Algorithms, Artificial Neural Networks, Computer Vision, General Statistics, Natural Language Processing, Probability & Statistics, Python Programming, Regression, Theoretical Computer Science",4.7,"1,74,302",intermediate,1-3 months,course,free
Excel Skills for Business: Intermediate II,https://www.coursera.org/learn/excel-intermediate-2,Macquarie University,"Skills you'll gain: Business Analysis, Microsoft Excel, Spreadsheet Software, Computational Logic, Computer Architecture, Data Analysis, Data Analysis Software, Data Management, Extract, Transform, Load, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",4.8,"1,79,467",intermediate,1-3 months,course,free
Introduction to Logic,https://www.coursera.org/learn/logic-introduction,Stanford University,"Skills you'll gain: Mathematics, Computational Logic, Project Management, Strategy and Operations, Theoretical Computer Science",4.4,"1,95,370",intermediate,1-3 months,course,free
Sample-based Learning Methods,https://www.coursera.org/learn/sample-based-learning-methods,University of Alberta,"Skills you'll gain: Machine Learning, Reinforcement Learning, Business Psychology, Machine Learning Algorithms, Markov Model, Entrepreneurship, Leadership and Management, Planning, Software Architecture, Software Engineering, Supply Chain and Logistics, Theoretical Computer Science",4.8,"26,313",intermediate,1-3 months,course,free
Introduction to Deep Learning & Neural Networks with Keras,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,IBM Skills Network,"Skills you'll gain: Artificial Neural Networks, Computer Programming, Computer Vision, Deep Learning, Machine Learning, Statistical Programming, Algorithms, Mathematics, Probability & Statistics, Python Programming, Theoretical Computer Science",4.7,"32,472",intermediate,1-3 months,course,free
Process Mining: Data science in Action,https://www.coursera.org/learn/process-mining,Eindhoven University of Technology,"Skills you'll gain: Business Analysis, Process Analysis, Data Analysis, Data Mining, Machine Learning, Machine Learning Algorithms, Algorithms, Business Process Management, Business Psychology, Communication, Data Management, Data Structures, Entrepreneurship, Leadership and Management, Organizational Development, Strategy and Operations, Theoretical Computer Science",4.7,"75,389",intermediate,1-3 months,course,free
Microwave engineering and antennas,https://www.coursera.org/learn/microwave-antenna,Eindhoven University of Technology,"Skills you'll gain: Mathematics, Calculus, Linear Algebra, Algebra, Data Visualization, Statistical Visualization, Communication, Network Analysis, Applied Mathematics, Budget Management, Computer Networking, Data Management, Data Structures, Finance, General Statistics, Graph Theory, Mathematical Theory & Analysis, Network Model, Probability & Statistics, Theoretical Computer Science",4.6,"14,510",intermediate,1-3 months,course,free
"Programming Languages, Part A",https://www.coursera.org/learn/programming-languages,University of Washington,"Skills you'll gain: Computer Programming, Other Programming Languages, Algorithms, Computational Logic, Computational Thinking, Mathematics, Programming Principles, Theoretical Computer Science",4.9,"1,56,198",intermediate,1-3 months,course,free
Introduction to battery-management systems,https://www.coursera.org/learn/battery-management-systems,University of Colorado Boulder,"Skills you'll gain: Leadership and Management, Design and Product, Entrepreneurship, Material Handling, Operating Systems, Product Lifecycle, Supply Chain and Logistics, Systems Design, Theoretical Computer Science, Problem Solving, Product Management, Research and Design, Strategy and Operations",4.7,"52,418",intermediate,1-3 months,course,free
Deep Neural Networks with PyTorch,https://www.coursera.org/learn/deep-neural-networks-with-pytorch,IBM Skills Network,"Skills you'll gain: Machine Learning, Computer Programming, Python Programming, Computer Vision, Deep Learning, Probability & Statistics, Artificial Neural Networks, Regression, General Statistics, Machine Learning Algorithms, Algorithms, Theoretical Computer Science, Econometrics, Computer Graphic Techniques, Computer Graphics, Machine Learning Software, Probability Distribution, Statistical Machine Learning",4.4,"44,488",intermediate,1-3 months,course,free
VLSI CAD Part I: Logic,https://www.coursera.org/learn/vlsi-cad-logic,University of Illinois at Urbana-Champaign,"Skills you'll gain: Theoretical Computer Science, Computational Logic, Computer Architecture, Computer Programming, Microarchitecture, Algebra, Algorithms, C Programming Language Family, Computational Thinking, Computer Science, Deep Learning, Machine Learning, Mathematics",4.7,"45,076",intermediate,1-3 months,course,free
Solar Energy System Design,https://www.coursera.org/learn/solar-energy-system-design,The State University of New York,"Skills you'll gain: Operating Systems, Systems Design, Theoretical Computer Science",4.7,"19,826",intermediate,1-3 months,course,free
Discrete Optimization,https://www.coursera.org/learn/discrete-optimization,The University of Melbourne,"Skills you'll gain: Computer Science, Mathematics, Applied Mathematics, Computer Programming, Geometry, Linear Algebra, Python Programming, Algorithms, Entrepreneurship, Graph Theory, Market Research, Operations Research, Programming Principles, Research and Design, Software Engineering, Software Testing, Statistical Programming, Strategy and Operations, Theoretical Computer Science",4.8,"64,339",intermediate,1-3 months,course,free
Building Modern Python Applications on AWS,https://www.coursera.org/learn/building-modern-python-applications-on-aws,Amazon Web Services,"Skills you'll gain: Amazon Web Services, Cloud Computing, Computer Programming, Cloud API, Computer Architecture, Distributed Computing Architecture, Software Architecture, Software Engineering, Theoretical Computer Science",4.5,"81,129",intermediate,1-3 months,course,free
Photovoltaic Systems,https://www.coursera.org/learn/photovoltaic-systems,Technical University of Denmark (DTU),"Skills you'll gain: Operating Systems, Theoretical Computer Science, Mathematics, Systems Design, Mathematical Theory & Analysis, Operations Management, Strategy and Operations, Applied Mathematics, Computer Graphics, Cryptography, Graph Theory, Human Computer Interaction, Interactive Design, Machine Learning, Machine Learning Algorithms, Security Engineering, Software Security, System Security",4.6,"7,438",intermediate,1-3 months,course,free
Building Modern Java Applications on AWS,https://www.coursera.org/learn/building-modern-java-applications-on-aws,Amazon Web Services,"Skills you'll gain: Amazon Web Services, Cloud Computing, Computer Programming, Mathematics, Software As A Service, Cloud API, Cloud Applications, DevOps, Other Programming Languages, Project Management, Software Architecture, Software Engineering, Strategy and Operations, Theoretical Computer Science, Communication",4.7,"13,840",intermediate,1-3 months,course,free
Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox,University of California San Diego,"Skills you'll gain: Algorithms, Computer Programming, Theoretical Computer Science, C Programming Language Family, Computational Thinking, Entrepreneurship, Full-Stack Web Development, Leadership and Management, Mathematics, Problem Solving, Research and Design, Software Testing, Web Development",4.6,,intermediate,1-3 months,course,free
Introduction to Quantum Information,https://www.coursera.org/learn/introduction-to-quantum-information,Korea Advanced Institute of Science and Technology(KAIST),"Skills you'll gain: Computational Logic, Theoretical Computer Science, Algorithms, Computer Architecture, Hardware Design, Linear Algebra, Mathematics, Cloud Computing, Computer Vision, Machine Learning, Microsoft Azure",4.3,"7,703",advance,1-3 months,course,free
First Order Optical System Design,https://www.coursera.org/learn/first-order-optical-system-design,University of Colorado Boulder,"Skills you'll gain: Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Geometry, Theoretical Computer Science, Algorithms, Applied Mathematics, Business Analysis, Computer Graphic Techniques, Computer Graphics, Critical Thinking, Data Visualization, Strategy and Operations, Linear Algebra",4.3,"16,924",advance,1-3 months,course,free
State Estimation and Localization for Self-Driving Cars,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,University of Toronto,"Skills you'll gain: Computer Programming, Computer Science, Python Programming, Data Science, General Statistics, Probability & Statistics, Probability Distribution, Estimation, Linear Algebra, Statistical Programming",4.7,"43,982",advance,1-3 months,course,free
Optical Efficiency and Resolution,https://www.coursera.org/learn/optical-efficiency-and-resolution,University of Colorado Boulder,"Skills you'll gain: Algorithms, Theoretical Computer Science, Mathematics, Computer Graphic Techniques, Computer Graphics, Mathematical Theory & Analysis",4.1,"5,896",advance,1-3 months,course,free
I/O-efficient algorithms,https://www.coursera.org/learn/io-efficient-algorithms,EIT Digital,"Skills you'll gain: Algorithms, Theoretical Computer Science, Data Management, Data Structures, Strategy and Operations, Accounting, Generally Accepted Accounting Principles (GAAP)",4.6,"6,886",advance,1-3 months,course,free
Serverless Data Processing with Dataflow: Develop Pipelines,https://www.coursera.org/learn/developing-pipelines-on-dataflow,Google Cloud,"Skills you'll gain: Computer Architecture, Data Management, Cloud Computing, Computer Programming, Hardware Design, Apache, Computational Thinking, Distributed Computing Architecture, Theoretical Computer Science, Statistical Programming, Big Data, Accounting",4,"3,021",advance,1-3 months,course,free
Preparing for the Google Cloud Professional Data Engineer Exam,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam,Google Cloud,"Skills you'll gain: Information Technology, Cloud Computing, Cloud Engineering, Cloud Management, Cloud Storage, Data Science, Google Cloud Platform, SQL, Applied Machine Learning, Computer Programming, Computer Science, Data Management, Databases, Machine Learning, Python Programming, Cloud Platforms",4.6,"41,880",advance,1-3 months,course,free
Motion Planning for Self-Driving Cars,https://www.coursera.org/learn/motion-planning-self-driving-cars,University of Toronto,"Skills you'll gain: Algorithms, Theoretical Computer Science, Machine Learning, Applied Machine Learning, Applied Mathematics, Calculus, Computational Logic, Computer Programming, Differential Equations, Geometry, Machine Learning Algorithms, Python Programming, Entrepreneurship, Graph Theory, Leadership and Management, Planning, Statistical Programming, Supply Chain and Logistics",4.8,"33,978",advance,1-3 months,course,free
Visual Perception for Self-Driving Cars,https://www.coursera.org/learn/visual-perception-self-driving-cars,University of Toronto,"Skills you'll gain: Machine Learning, Applied Machine Learning, Computer Programming, Python Programming, Algorithms, Artificial Neural Networks, Linear Algebra, Mathematics, Theoretical Computer Science, Computer Graphic Techniques, Computer Graphics, Computer Vision, Deep Learning, Machine Learning Algorithms, Machine Learning Software, Mathematical Theory & Analysis",4.7,"36,511",advance,1-3 months,course,free
Advanced Algorithms and Complexity,https://www.coursera.org/learn/advanced-algorithms-and-complexity,University of California San Diego,"Skills you'll gain: Algorithms, Theoretical Computer Science, Mathematical Theory & Analysis, Mathematics, Graph Theory, Operations Research, Research and Design, Strategy and Operations, Linear Algebra, Network Analysis",4.6,"74,502",advance,1-3 months,course,free
Design of High-Performance Optical Systems,https://www.coursera.org/learn/design-high-performance-optical-systems,University of Colorado Boulder,"Skills you'll gain: Algorithms, Theoretical Computer Science, Operating Systems, Systems Design",4.7,"5,388",advance,1-3 months,course,free
Serverless Data Processing with Dataflow: Operations,https://www.coursera.org/learn/serverless-data-processing-with-dataflow-operations,Google Cloud,"Skills you'll gain: Data Management, Computer Architecture, Hardware Design, DevOps, Cloud Computing, Google Cloud Platform, Distributed Computing Architecture, Computational Thinking, Computer Programming, Software Engineering, Software Testing, Theoretical Computer Science",3.4,,advance,1-3 months,course,free
ML Pipelines on Google Cloud,https://www.coursera.org/learn/ml-pipelines-google-cloud,Google Cloud,"Skills you'll gain: Computer Programming, Machine Learning, Cloud Computing, Data Management, DevOps, Google Cloud Platform, Applied Machine Learning, Computer Networking, Data Model, Data Structures, Deep Learning, Extract, Transform, Load, Network Security, Python Programming, Security Engineering, Security Strategy, Statistical Programming, Tensorflow, Theoretical Computer Science",3.6,"8,812",advance,1-3 months,course,free
Analysis of Algorithms,https://www.coursera.org/learn/analysis-of-algorithms,Princeton University,"Skills you'll gain: Mathematics, Algorithms, Mathematical Theory & Analysis, Theoretical Computer Science, Data Structures, Back-End Web Development, Front-End Web Development, Web Development",4.5,"74,397",advance,1-3 months,course,free
The Economics of AI,https://www.coursera.org/learn/economics-of-ai,University of Virginia,"Skills you'll gain: Computational Logic, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",,"3,117",advance,1-3 months,course,free
Preparing for the Google Cloud Professional Cloud Architect Exam ????,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-jp,Google Cloud,"Skills you'll gain: Cloud Computing, Google Cloud Platform, Project Management, Software Architecture, Software Engineering, Software Testing, Strategy and Operations, Theoretical Computer Science",4.6,"2,192",advance,1-3 months,course,free
Probabilistic Graphical Models 1: Representation,https://www.coursera.org/learn/probabilistic-graphical-models,Stanford University,"Skills you'll gain: Probability & Statistics, General Statistics, Machine Learning, Bayesian Network, Markov Model, Leadership and Management, Probability Distribution, Bayesian Statistics, Computer Programming, Behavioral Economics, Business Psychology, Data Analysis, Graph Theory, Machine Learning Algorithms, Mathematics, Other Programming Languages, Statistical Machine Learning",4.6,"85,226",advance,1-3 months,course,free
Social and Economic Networks:  Models and Analysis,https://www.coursera.org/learn/social-economic-networks,Stanford University,"Skills you'll gain: Computer Networking, Mathematics, Network Analysis, Network Model, Graph Theory, Accounting, Epidemiology, Game Theory, Human Resources, Probability & Statistics",4.8,"64,518",advance,1-3 months,course,free
Probabilistic Graphical Models 2: Inference,https://www.coursera.org/learn/probabilistic-graphical-models-2-inference,Stanford University,"Skills you'll gain: Probability & Statistics, Bayesian Network, Machine Learning, Markov Model, Computer Architecture, Distributed Computing Architecture, Applied Machine Learning, Bayesian Statistics, Correlation And Dependence, General Statistics, Other Programming Languages, Probability Distribution, Geovisualization, Machine Learning Algorithms, Statistical Machine Learning",4.6,"23,846",advance,1-3 months,course,free
Probabilistic Graphical Models 3: Learning,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning,Stanford University,"Skills you'll gain: Bayesian Network, Machine Learning, Probability & Statistics, General Statistics, Bayesian Statistics, Machine Learning Algorithms, Statistical Machine Learning, Algebra, Markov Model",4.6,"20,097",advance,1-3 months,course,free
Operations Research (3): Theory,https://www.coursera.org/learn/operations-research-theory,National Taiwan University,"Skills you'll gain: Operations Research, Research and Design, Strategy and Operations, Mathematical Theory & Analysis, Mathematics",5,"5,044",advance,1-3 months,course,free
Introduction to Self-Driving Cars,https://www.coursera.org/learn/intro-self-driving-cars,University of Toronto,"Skills you'll gain: Computer Programming, Python Programming, Application Development, Software Engineering, Communication, Computer Networking, Decision Making, Entrepreneurship, Feature Engineering, Linear Algebra, Machine Learning, Mathematical Theory & Analysis, Mathematics, Network Model, Statistical Programming",4.7,"1,29,339",advance,1-3 months,course,free
Azure Infrastructure Fundamentals,https://www.coursera.org/learn/azure-infrastructure,LearnQuest,"Skills you'll gain: Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Load Balancing, Cloud Management, Cloud Storage, DevOps, Microsoft Azure",3.7,"15,284",advance,1-3 months,course,free
"Excel/VBA for Creative Problem Solving, Part 3 (Projects)",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-3-projects,University of Colorado Boulder,"Skills you'll gain: Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software",4.9,"21,607",advance,1-3 months,course,free
Advanced Armv8-M Features,https://www.coursera.org/learn/advanced-armv8-m-features,Arm,,,,advance,1-3 months,course,free
"Everyday Excel, Part 3 (Projects)",https://www.coursera.org/learn/everyday-excel-projects,University of Colorado Boulder,"Skills you'll gain: Data Analysis, Microsoft Excel, Business Analysis, Spreadsheet Software, Data Analysis Software, Advertising, Communication, Computer Architecture, Computer Graphic Techniques, Computer Graphics, Computer Networking, Marketing, Network Architecture, Data Management",4.7,"20,082",advance,1-3 months,course,free
Preparing for Your Professional Cloud Network Engineer Journey,https://www.coursera.org/learn/preparing-for-the-professional-cloud-network-engineer-journe,Google Cloud,"Skills you'll gain: Computer Architecture, Computer Networking, Network Architecture",3.5,,advance,1-3 months,course,free
Game Theory II: Advanced Applications,https://www.coursera.org/learn/game-theory-2,Stanford University,"Skills you'll gain: Game Theory, Mathematics, Algebra, Algorithms, Amazon Web Services, Applied Machine Learning, Applied Mathematics, ArcGIS, Artificial Neural Networks, Cloud Computing, Design and Product, Entrepreneurship, Leadership and Management, Machine Learning, Market Research, Marketing, Product Management, Product Marketing, Research and Design, Sales, Statistical Programming, Strategy, Strategy and Operations, Theoretical Computer Science",4.7,"43,494",advance,1-3 months,course,free
Serverless Data Processing with Dataflow: Develop Pipelines en Espa√±ol,https://www.coursera.org/learn/developing-pipelines-on-dataflow-es,Google Cloud,,,,advance,1-3 months,course,free
Serverless Data Processing with Dataflow: Develop Pipelines em Portugu√™s Brasileiro,https://www.coursera.org/learn/developing-pipelines-on-dataflow-pt,Google Cloud,,,,advance,1-3 months,course,free
Real-Time Project for Embedded Systems,https://www.coursera.org/learn/real-time-project-embedded-systems,University of Colorado Boulder,,4.1,"1,833",advance,1-3 months,course,free
Computer Vision Fundamentals with Google Cloud,https://www.coursera.org/learn/image-understanding-tensorflow-gcp,Google Cloud,"Skills you'll gain: Artificial Neural Networks, Computer Graphic Techniques, Computer Graphics, Computer Vision, Deep Learning, Machine Learning, Apache, Applied Machine Learning, Cloud API, Computer Programming, Data Engineering, Google Cloud Platform, Python Programming, Statistical Programming",4.6,"14,693",advance,1-3 months,course,free
Machine Learning Modeling Pipelines in Production,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production,DeepLearning.AI,"Skills you'll gain: Applied Machine Learning, Cloud Computing, Computer Programming, Deep Learning, Machine Learning, Python Programming, Statistical Programming, Tensorflow",4.4,"21,101",advance,1-3 months,course,free
Sensors and Sensor Circuit Design,https://www.coursera.org/learn/sensors-circuit-interface,University of Colorado Boulder,"Skills you'll gain: Computer Architecture, Hardware Design",4.6,"43,491",advance,1-3 months,course,free
Natural Language Processing on Google Cloud,https://www.coursera.org/learn/sequence-models-tensorflow-gcp,Google Cloud,"Skills you'll gain: Machine Learning, Deep Learning, Natural Language Processing, Applied Machine Learning, Artificial Neural Networks, Business Psychology, Cloud Computing, Entrepreneurship, Google Cloud Platform, Machine Learning Algorithms, Machine Learning Software, Other Cloud Platforms and Tools, Probability & Statistics, Tensorflow",4.4,"16,057",advance,1-3 months,course,free
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",https://www.coursera.org/learn/natural-attenuation-of-groundwater-contaminants,Rice University,"Skills you'll gain: Accounting, Audit, Mathematics, Research and Design, Strategy and Operations, Accounting Software, Advertising, Applied Mathematics, Business Analysis, Communication, Computer Programming, Computer Programming Tools, Correlation And Dependence, Critical Thinking, Entrepreneurship, Market Research, Marketing, Operations Management, Probability & Statistics",4.8,"16,064",advance,1-3 months,course,free
Developing AI Applications on Azure,https://www.coursera.org/learn/developing-ai-applications-azure,LearnQuest,"Skills you'll gain: Machine Learning, Cloud Computing, Microsoft Azure, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning, DevOps, R Programming, Computer Programming, Data Analysis, Data Analysis Software, Machine Learning Algorithms, Natural Language Processing",4.4,"45,793",advance,1-3 months,course,free
CASL Programming for Distributed Computing in SAS¬Æ Viya¬Æ,https://www.coursera.org/learn/casl-programming-sas-viya-distributed-computing,SAS,Skills you'll gain: Data Analysis,3.9,,advance,1-3 months,course,free
SAS¬Æ Programming for Distributed Computing in SAS¬Æ Viya¬Æ,https://www.coursera.org/learn/sas-viya-programming-distributed-computing,SAS,"Skills you'll gain: SAS (Software), Statistical Programming",4.2,,advance,1-3 months,course,free
Causal Inference 2,https://www.coursera.org/learn/causal-inference-2,Columbia University,,3.4,"5,072",advance,1-3 months,course,free
"Build, Train, and Deploy ML Pipelines using BERT",https://www.coursera.org/learn/ml-pipelines-bert,DeepLearning.AI,"Skills you'll gain: Advertising, Algorithms, Communication, Computer Programming, Deep Learning, Feature Engineering, Machine Learning, Marketing, Natural Language Processing, Programming Principles, Theoretical Computer Science",4.6,"11,127",advance,1-4 weeks,couse,free
